centroid=01998b4c3bebb900159df6578bc27928851c40ed;size=167;;seqs=43	JX169826.1.1778_U;tax=k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Trebouxiophyceae,o:Watanabea-Clade,f:Watanabea-Clade_X,g:Apatococcus,s:Apatococcus_lobatus	98.0	1593	30	3	1	1591	1	1778	-1	0
centroid=cf18af280a4d37c34779f6ea7c4a4010b64fd793;size=21;;seqs=9	AJ252294.1.1819_U;tax=k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Embryophyceae,o:Embryophyceae_X,f:Embryophyceae_XX,g:Exsertotheca,s:Exsertotheca_crispa	99.2	1609	11	2	1	1603	1	1819	-1	0
centroid=e08ea61bdc63a0e7589625925bce43c2a317bf35;size=26;;seqs=22	JX099107.1.1746_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Basidiomycota,o:Agaricomycotina,f:Tremellomycetes,g:Tremellomycetes_X,s:Tremellomycetes_X_sp.	98.3	1601	21	6	1	1594	1	1746	-1	0
centroid=e1b7e0cef1f80972b12376722d37800b4ca688bf;size=134;;seqs=1	XXXXXXXX;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Leptophryidae,g:Leptophryidae_X,s:Leptophryidae_X_strain_VI01	99.6	1477	5	0	1	1595	1	1582	-1	0
centroid=159f40b1b8b309a05291958c2388ed1e30afac8b;size=21;;seqs=3	EF024116.1.1762_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Monocystis,s:Monocystis_sp.	99.1	1572	14	0	1	1572	1	1762	-1	0
centroid=936810003f4e9b30510b5770676b76f9511227ed;size=14;;seqs=1	FR865747.2.2163_U;tax=k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Klebsormidiophyceae,o:Klebsormidiophyceae_X,f:Klebsormidiophyceae_XX,g:Klebsormidium,s:Klebsormidium_subtilissimum	99.6	1978	7	1	1	1977	1	2162	-1	0
centroid=2a9d0698fc1c87617ed8e1062d37d31316decbcc;size=26;;seqs=3	GFMX01031513.1050.2835_U;tax=k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Oophila,s:Oophila_amblystomatis	97.8	1587	38	0	1	1587	1	1786	-1	0
centroid=ae3d0f11995aea077a0580eb86d666575a3718cb;size=27;;seqs=60	AJ224362.1.1756_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Pezizomycotina,f:Leotiomycetes,g:Bulgaria,s:Bulgaria_inquinans	99.1	1590	15	0	1	1590	1	1756	-1	0
centroid=d4f7db2ae447411d1adc73bacea37ac48b5b2277;size=589;;seqs=3	EF012921.1.1848_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Hexapoda,f:Insecta,g:Pristocera,s:Pristocera_sp.	94.1	1788	94	13	1	1787	1	1848	-1	0
centroid=b0278004879efe7bd05efe74bda7a97f2e49ccc3;size=15;;seqs=1	AF091587.1.1688_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Pezizomycotina,f:Lecanoromycetes,g:Scoliciosporum,s:Scoliciosporum_umbrinum	99.3	1746	9	1	1	1788	1	1688	-1	0
centroid=7f6289295dee12bb70ef01609fb60693e555d0bf;size=15;;seqs=3	DQ663697.1.1795_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Basidiomycota,o:Pucciniomycotina,f:Cystobasidiomycetes,g:Erythrobasidium,s:Erythrobasidium_hasegawianum	99.1	1597	12	2	1	1595	1	1795	-1	0
centroid=0cb3632a87dd1d65f32af6c882196a804389439c;size=88;;seqs=14	AY016343.1.2155_R;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Pezizomycotina,f:Dothideomycetes,g:Dothidea,s:Dothidea_ribesia	99.3	1589	10	0	1	1589	1	1752	-1	0
centroid=8cc940041ee2d056477d7daafd5ebc6c606f8ba8;size=92;;seqs=1	GGWF01000956.1.1960_U;tax=k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Actinobacteria_XX,o:Corynebacteriales,f:Nocardiaceae,g:Rhodococcus,s:Rhodococcus_rhodochrous	94.6	1940	94	9	1	1936	1	1960	-1	0
centroid=476d3250f36a3e0c865b8243769ae38a25150665;size=19;;seqs=1	LR812489.1.10223_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Bacillariales,f:Bacillariaceae,g:Fragilariopsis,s:Fragilariopsis_kerguelensis	94.5	1191	526	32	1	1135	1	10223	-1	0
centroid=529eef53d0b764a82b763d60af3213b11ad61c92;size=44;;seqs=1	MT117945.1.6278_U;tax=k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Prasinodermophyceae,o:Prasinodermales,f:Prasinodermaceae,g:Prasinoderma,s:Prasinoderma_singulare	92.1	1056	474	22	1	963	1	6278	-1	0
centroid=c020672f9f1cfa7bd685d09f3059b91c6bf5a164;size=11;;seqs=1	JN054659.1.1510_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.	95.0	1429	73	6	1	1619	1	1510	-1	0
centroid=4823f7fb5a6c2885171577fbc2e9b76853360222;size=8;;seqs=1	AB695514.1.1728_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.	89.1	1590	176	10	1	1586	1	1728	-1	0
