centroid=e6bf4e10af0900ecd64baee2961921255e1e9da0;size=17;;seqs=1	AY746986.1.1855_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Loricifera,o:Loricifera_X,f:Loricifera_XX,g:Pliciloricus,s:Pliciloricus_sp.	87.7	734	215	11	1	687	1	1855	-1	0
centroid=16a0f012b4901afdaea9817ec30a36bc67baf876;size=25;;seqs=3	EU567278.1.1077_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Filoretidae,f:Filoretidae_X,g:Filoreta,s:Filoreta_sp.	99.7	1077	3	0	1	1610	1	1077	-1	0
centroid=8a22a60a73415d7bdea7d9b954b17580f8920576;size=27;;seqs=10	KJ759860.1.1794_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Syndiniales,o:Dino-Group-I,f:Dino-Group-I-Clade-2,g:Dino-Group-I-Clade-2_X,s:Dino-Group-I-Clade-2_X_sp.	98.4	1592	23	3	1	1591	1	1794	-1	0
centroid=fc83bf28262630d1b2590ca009193bf8826d6757;size=18;;seqs=4	KJ759798.1.1806_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-B,o:RAD-B_X,f:RAD-B_X_Group-IVd,g:RAD-B_X_Group-IVd_X,s:RAD-B_X_Group-IVd_X_sp.	87.1	1610	221	10	1	1602	1	1806	-1	0
centroid=2ef5ea4689b100a2c40bdbeef6a91f41cba40ab0;size=18;;seqs=3	GU246589.1.1813_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-B,o:RAD-B_X,f:RAD-B_X_Group-IVd,g:RAD-B_X_Group-IVd_X,s:RAD-B_X_Group-IVd_X_sp.	96.4	1604	61	2	1	1603	1	1813	-1	0
centroid=7264b585b4f1e54a8db8cb5d033f409e2b30f3ae;size=19;;seqs=2	KJ762794.1.1838_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Chlorarachniophyceae,o:Chlorarachniophyceae_X,f:LC104-lineage,g:LC104-lineage_X,s:LC104-lineage_X_sp.	97.3	1630	45	3	1	1629	1	1838	-1	0
centroid=ee5a5783989ba7cbb55ce41813c4e82e59388ae3;size=183;;seqs=1	AF363310.1.1818_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Crustacea,f:Ostracoda,g:Polycope,s:Polycope_sp.	93.6	1639	108	7	1	1663	1	1818	-1	0
centroid=46ff131dac3fe55afb29f13c888ee8a88cc56bed;size=15;;seqs=3	AB695524.1.1779_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Euglyphida,f:Paulinellidae,g:Paulinella,s:Paulinella_sp.	97.2	1614	46	2	1	1617	1	1779	-1	0
centroid=556c439c2be212ddb212aa6f8c5dbfc590866d95;size=17;;seqs=5	DQ504354.1.1974_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Filoretidae,f:Filoretidae_X,g:Filoreta,s:Filoreta_sp.	86.9	1905	243	14	1	1936	1	1974	-1	0
centroid=404e7f36881a64a3974b457d43e48331c9095937;size=19;;seqs=5	EU567276.1.1170_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Ascetosporea,o:Endomyxa-Ascetosporea_X,f:Endomyxa-Ascetosporea_XX,g:Endomyxa-Ascetosporea_XXX,s:Endomyxa-Ascetosporea_XXX_sp.	99.6	1172	2	3	1	1817	1	1170	-1	0
